Date,AAPL,AGL.JO,FSR.JO,MSFT,MTN.JO,NPN.JO,NVDA,SBK.JO,USDZAR=X
2024-01-30,186.10662841796875,44406.734375,6685.04345703125,401.6706848144531,9645.1748046875,63706.9453125,62.73564529418945,19862.490234375,18.778499603271484
2024-01-31,182.50404357910156,44418.5234375,6783.92578125,390.8471374511719,9547.244140625,62740.015625,61.489410400390625,19946.375,18.779300689697266
2024-02-01,184.93878173828125,43531.37109375,6618.12353515625,396.942138671875,9572.2265625,63540.95703125,62.988494873046875,19801.578125,18.6135196685791
2024-02-02,183.9391632080078,42952.70703125,6635.10302734375,404.25616455078125,9473.296875,65275.0234375,66.11958312988281,20105.15625,18.56529998779297
2024-02-05,185.75033569335938,42304.2890625,6614.1279296875,398.78045654296875,9316.408203125,65130.234375,69.2896499633789,20008.291015625,18.882320404052734
2024-02-06,187.3536834716797,42825.97265625,6637.1005859375,398.6231994628906,9491.2841796875,67560.640625,68.18132019042969,20035.251953125,19.048900604248047
2024-02-07,187.46255493164062,41510.47265625,6506.25634765625,407.0382385253906,9365.373046875,68461.3828125,70.0561752319336,19668.759765625,18.81760025024414
2024-02-08,186.38375854492188,40909.21484375,6471.2978515625,407.0971374511719,9309.4130859375,67533.453125,69.59844970703125,19693.7265625,18.898700714111328
2024-02-09,187.14682006835938,40096.72265625,6459.31201171875,413.4281311035156,9224.4736328125,68550.375,72.08895111083984,19881.46484375,18.966400146484375
2024-02-12,185.46212768554688,41417.140625,6432.34423828125,408.22772216796875,9393.353515625,68653.765625,72.20387268066406,20005.294921875,18.976049423217773
2024-02-13,183.37115478515625,40977.00390625,6390.39404296875,399.4391174316406,9245.4580078125,67398.65625,72.08394622802734,19880.46484375,18.89859962463379
2024-02-14,182.4891815185547,40596.79296875,6447.32666015625,403.2998352050781,9283.4306640625,65996.5703125,73.85486602783203,20250.955078125,19.07659912109375
2024-02-15,182.20181274414062,41290.40234375,6317.4814453125,400.4141845703125,9221.474609375,65916.578125,72.61360931396484,20295.892578125,19.028560638427734
2024-02-16,180.66580200195312,42274.8125,6412.3681640625,397.9519348144531,9093.5654296875,66102.3515625,72.56863403320312,20772.23046875,18.939529418945312
2024-02-19,,41844.5,6443.33154296875,,9036.60546875,65719.59375,,20761.248046875,18.825109481811523
2024-02-20,179.92257690429688,40967.1796875,6468.30126953125,396.7011413574219,8597.916015625,64266.703125,69.40957641601562,20471.650390625,18.93931007385254
2024-02-21,180.67568969726562,40928.8671875,6485.28125,396.1003723144531,8546.9521484375,65456.2109375,67.4307861328125,20651.3984375,18.9064998626709
2024-02-22,182.7071990966797,42153.97265625,6679.05078125,405.42718505859375,8762.7998046875,66777.90625,78.49002838134766,20731.2890625,18.896129608154297
2024-02-23,180.87391662597656,43424.2734375,6582.166015625,404.1369934082031,8527.9658203125,66945.09375,78.76885223388672,20594.478515625,19.14780044555664
2024-02-26,179.52615356445312,41871.02734375,6492.27294921875,401.3793640136719,8773.791015625,66518.9296875,79.04368591308594,20474.64453125,19.30579948425293
2024-02-27,180.98291015625,42132.359375,6503.26025390625,401.32025146484375,8943.6708984375,65019.04296875,78.65292358398438,20462.662109375,19.212600708007812
2024-02-28,179.78382873535156,40862.0546875,6408.373046875,401.5566101074219,8414.046875,63340.171875,77.61554718017578,20355.80859375,19.069400787353516
2024-02-29,179.11985778808594,41281.5625,6470.298828125,407.3871765136719,8344.095703125,63097.98828125,79.06367492675781,20154.08984375,19.25309944152832
2024-03-01,178.03968811035156,40956.3671875,6546.20947265625,409.218994140625,8400.0556640625,62420.83984375,82.2287368774414,20731.2890625,19.180419921875
2024-03-04,173.52084350585938,40457.28515625,6427.3505859375,408.6477966308594,8658.873046875,60894.75390625,85.18492889404297,20478.63671875,19.07699966430664
2024-03-05,168.5857391357422,40047.59765625,6359.43115234375,396.56329345703125,8257.158203125,58925.90234375,85.91551208496094,19982.328125,19.03030014038086
2024-03-06,167.5947265625,41829.76171875,6595.150390625,396.0116882324219,8611.90625,60001.2265625,88.64997100830078,20149.09765625,18.94070053100586
2024-03-07,167.475830078125,43560.8359375,6392.39208984375,402.9551696777344,8585.9248046875,59448.26953125,92.61672973632812,19994.310546875,18.775400161743164
2024-03-08,169.19021606445312,43988.2109375,6416.36328125,400.0793151855469,8335.1015625,59413.26953125,87.47862243652344,19705.708984375,18.66390037536621
2024-03-11,171.1920166015625,42908.49609375,6369.41943359375,398.40496826171875,8632.8916015625,59268.28125,85.72562408447266,19857.498046875,18.79785919189453
2024-03-12,171.66769409179688,43502.87890625,6387.39794921875,409.0023498535156,8394.060546875,61191.9375,91.86116790771484,19938.38671875,18.652700424194336
2024-03-13,169.58663940429688,44205.42578125,6480.287109375,408.8250732421875,8441.02734375,61764.48828125,90.83673858642578,19942.3828125,18.65049934387207
2024-03-14,171.43975830078125,42592.8984375,6492.27294921875,418.7921142578125,8430.03515625,61788.2890625,87.8943862915039,18585.259765625,18.553699493408203
2024-03-15,171.0631866455078,43905.71875,6335.45947265625,410.1250915527344,8622.8984375,61147.94140625,87.78746032714844,18604.234375,18.730600357055664
2024-03-18,172.15325927734375,43236.53515625,6252.55859375,411.01153564453125,8476.0029296875,61903.08203125,88.40510559082031,18579.267578125,18.749780654907227
2024-03-19,174.4919891357422,42705.90625,6229.58544921875,415.0397033691406,8377.072265625,61483.11328125,89.34757995605469,18524.345703125,18.943300247192383
2024-03-20,177.05860900878906,43286.65234375,6238.5751953125,418.8019104003906,8407.05078125,62313.44921875,90.32102966308594,18559.294921875,18.908790588378906
2024-03-21,169.82444763183594,,,422.8793640136719,,,91.38343048095703,,18.672300338745117
2024-03-22,170.72625732421875,45686.2734375,6192.63037109375,422.25885009765625,9029.611328125,61900.48046875,94.2358169555664,18387.537109375,18.81909942626953
2024-03-25,169.3091583251953,45641.0703125,6162.6650390625,416.4677429199219,9173.5087890625,62495.234375,94.94841003417969,18405.509765625,18.985200881958008
2024-03-26,168.179443359375,45022.0078125,6054.7587890625,415.2760009765625,9210.482421875,64706.66796875,92.50879669189453,18499.380859375,18.885700225830078
2024-03-27,171.74696350097656,44652.53515625,6101.71826171875,415.0593566894531,9392.353515625,66027.5703125,90.19910430908203,18468.423828125,18.960399627685547
2024-03-28,169.93344116210938,45708.875,6167.66064453125,414.3600769042969,9367.37109375,67145.8828125,90.30503845214844,18498.380859375,18.924489974975586
2024-03-29,,,,,,,,,18.896699905395508
2024-04-01,168.4965362548828,,,418.15191650390625,,,90.31202697753906,,18.84830093383789
2024-04-02,167.3172607421875,47094.41015625,6110.71044921875,415.0692443847656,9227.4716796875,67228.875,89.40154266357422,18433.47265625,18.944650650024414
2024-04-03,168.11997985839844,47407.875,6087.72998046875,414.09423828125,9246.45703125,66994.890625,88.91382598876953,18134.8828125,18.75790023803711
2024-04-04,167.29747009277344,48982.07421875,6247.591796875,411.5630798339844,9796.0693359375,66918.8984375,85.85653686523438,18124.896484375,18.65250015258789
2024-04-05,168.05059814453125,48872.0234375,6173.65576171875,419.0875244140625,9699.13671875,67136.0859375,87.95836639404297,17997.07421875,18.676809310913086
2024-04-08,166.9307861328125,49511.72265625,6244.59423828125,418.1716613769531,9403.3466796875,67221.671875,87.08384704589844,18074.966796875,18.712160110473633
2024-04-09,168.13978576660156,50211.37890625,6242.59619140625,419.8360290527344,9179.5048828125,65483.609375,85.30584716796875,18360.5703125,18.63089942932129
2024-04-10,166.2667999267578,49998.13671875,6298.5478515625,416.8616943359375,9235.46484375,67416.0625,86.98990631103516,17749.50390625,18.42840003967285
2024-04-11,173.46133422851562,49158.953125,6285.55908203125,421.4610900878906,9252.453125,67234.875,90.56488037109375,17653.599609375,18.77739906311035
2024-04-12,174.95773315429688,51102.63671875,6054.7587890625,415.52227783203125,9006.626953125,66602.921875,88.1362533569336,17322.923828125,18.709800720214844
2024-04-15,171.13255310058594,50581.828125,6051.76123046875,407.3871765136719,8718.830078125,65684.7890625,85.95249938964844,17495.75390625,18.857799530029297
2024-04-16,167.85238647460938,48731.50390625,6013.7939453125,408.31292724609375,8429.0361328125,64132.91015625,87.36569213867188,17166.080078125,18.97052001953125
2024-04-17,166.48484802246094,50567.09375,5907.88623046875,405.61431884765625,8044.45751953125,64024.3203125,83.98760223388672,16690.548828125,19.005800247192383
2024-04-18,165.5334930419922,51014.19921875,5962.837890625,398.1587829589844,8197.4091796875,64744.265625,84.62324523925781,16728.51171875,18.980899810791016
2024-04-19,163.51190185546875,51073.15234375,5987.81689453125,393.0866394042969,8206.40625,65142.8359375,76.15702819824219,16738.501953125,19.137449264526367
2024-04-22,164.34432983398438,49741.66796875,6088.7294921875,394.8988037109375,8296.3779296875,68630.5625,79.47314453125,16898.34375,19.121599197387695
