FirstRand,Standard_Bank,Naspers,Anglo_American,MTN_Group,Apple,Microsoft,Nvidia,USD_ZAR_Rate
7906.15576171875,21279.025390625,73456.6015625,55355.5390625,8192.4111328125,228.7706756591797,447.4995422363281,129.17774963378906,17.976499557495117
7984.08837890625,21678.6328125,73334.203125,55446.92578125,8060.4521484375,232.60107421875,447.904052734375,128.37806701660156,17.985000610351562
7816.2333984375,21279.025390625,70494.625,53302.78515625,7848.51953125,233.01785278320312,443.5232849121094,126.29910278320312,18.198299407958984
7709.326171875,20928.373046875,70122.2578125,53200.58984375,7561.60986328125,227.12342834472656,437.6033630371094,117.93313598632812,18.02429962158203
7768.27490234375,20716.58203125,70280.640625,52974.58203125,7394.66259765625,222.45948791503906,434.4953918457031,121.0316390991211,18.117799758911133
7843.2109375,20919.380859375,68715.15625,52084.3046875,7519.62353515625,222.58848571777344,431.27880859375,117.87317657470703,18.2362003326416
7863.19287109375,21119.18359375,70603.4140625,51687.31640625,7463.64111328125,222.2412109375,437.0310974121094,123.48046875,18.189899444580078
7935.13037109375,21371.93359375,69758.078125,50901.19140625,7645.58349609375,223.28311157226562,438.9156188964844,122.53091430664062,18.234699249267578
7806.24267578125,21187.115234375,69368.7109375,51704.01171875,7672.5751953125,216.86279296875,423.1783752441406,114.19493865966797,18.38949966430664
8001.07373046875,21814.498046875,68995.5390625,52160.94921875,7699.56640625,215.8208465576172,412.8184509277344,112.22589111328125,18.34830093383789
7989.083984375,21888.423828125,68902.140625,54681.44140625,7723.55908203125,216.2872314453125,419.5968017578125,113.0055160522461,18.343719482421875
7975.09619140625,21831.482421875,68670.1640625,54725.66015625,7569.607421875,216.56509399414062,421.0373229980469,111.53621673583984,18.270599365234375
8075.009765625,22028.287109375,69404.109375,52550.07421875,7680.572265625,217.12078857421875,417.2781677246094,103.68001556396484,18.3302001953125
8162.93359375,22156.162109375,70438.8359375,54211.73828125,7908.50048828125,220.37562561035156,412.7691345214844,116.9636001586914,18.304779052734375
8074.01123046875,22170.146484375,69417.7109375,52675.8515625,7733.5556640625,216.6841583251953,411.5456848144531,109.15736389160156,18.195999145507812
7990.08349609375,21826.486328125,68285.0,51281.4765625,7511.6259765625,218.17263793945312,403.0406188964844,107.21829986572266,18.28219985961914
7865.19140625,21741.5703125,68950.9453125,50916.91015625,7458.642578125,207.66390991210938,389.87860107421875,100.4015884399414,18.34259033203125
7823.22802734375,21755.556640625,67866.03125,50932.63671875,7267.703125,205.63958740234375,394.27911376953125,104.19976806640625,18.464399337768555
7887.17236328125,21768.544921875,70083.453125,50685.0078125,7517.6240234375,208.209716796875,393.1148376464844,98.8623275756836,18.487770080566406
7968.1025390625,21645.662109375,71762.53125,50990.61328125,8303.3759765625,211.67291259765625,397.3180236816406,104.91940307617188,18.391340255737305
7958.11083984375,21619.6884765625,72838.14453125,51142.4296875,8295.37841796875,214.5804443359375,400.60357666015625,104.69952392578125,18.341690063476562
7948.119140625,21593.71484375,73913.7578125,51294.24609375,8287.380859375,216.11038208007812,401.3830261230469,108.96746063232422,18.29450035095215
8019.05810546875,21678.6328125,73857.7734375,50703.68359375,8330.3671875,219.8259735107422,408.48699951171875,116.08403015136719,18.242300033569336
8163.9326171875,21885.4296875,72276.28125,49259.82421875,8494.3154296875,220.27305603027344,411.29901123046875,118.02308654785156,18.06909942626953
8260.8486328125,23201.1328125,73014.4375,49892.76171875,8603.28125,223.25347900390625,416.162109375,122.80079650878906,18.04829978942871
8286.826171875,23392.943359375,73352.609375,49312.89453125,8862.19921875,224.57479858398438,413.6316833496094,124.51995849609375,17.97170066833496
8452.6826171875,23695.642578125,72996.8359375,50793.01953125,9025.1474609375,224.41583251953125,416.6563720703125,129.93734741210938,17.84984016418457
8386.740234375,23577.76171875,72405.28125,51415.14453125,8947.171875,225.0317840576172,419.8885192871094,127.18868255615234,17.706899642944336
8437.6962890625,23617.72265625,73484.3984375,52547.34765625,8945.1728515625,224.92250061035156,419.23614501953125,128.4380645751953,17.79400062561035
8341.779296875,23252.080078125,73867.375,51846.60546875,9008.1533203125,223.06471252441406,410.7454528808594,123.68036651611328,17.819700241088867
8502.6396484375,23737.6015625,73994.359375,51962.57421875,9589.96875,225.359619140625,411.9711608886719,129.30763244628906,18.003509521484375
8544.603515625,24034.310546875,72463.6796875,52625.9765625,9630.9560546875,225.6973876953125,408.7093200683594,126.39905548095703,17.740299224853516
8612.5439453125,24195.150390625,72877.2421875,52934.5859375,9596.966796875,226.5418701171875,409.0552673339844,128.23817443847656,17.696699142456055
8622.5361328125,24155.189453125,71930.125,51991.08203125,9370.0380859375,225.0119171142578,405.85272216796875,125.54946899414062,17.711790084838867
8664.5,24231.115234375,71865.7265625,51597.953125,9253.0751953125,228.29037475585938,408.34356689453125,117.5333251953125,17.82617950439453
8590.5634765625,23976.3671875,73549.3984375,50679.01171875,8883.1923828125,227.50555419921875,412.3171081542969,119.31246948242188,17.7273006439209
8542.6044921875,23879.462890625,72859.6484375,51458.390625,8762.23046875,224.41088104248047,408.5115966796875,113.63021469116211,17.821699142456055
8439.6943359375,23485.849609375,72839.4453125,48842.125,8607.279296875,221.3162078857422,404.7060852050781,107.94795989990234,17.79490089416504
8514.6298828125,23821.51953125,71994.5078125,48651.46484375,8755.232421875,219.4087371826172,404.17236328125,106.1588134765625,17.938899993896484
8500.6416015625,23468.8671875,72824.2421875,48586.59375,9100.1240234375,220.92874145507812,403.6682434082031,107.15833282470703,17.86823081970215
8472.666015625,23337.99609375,70717.0078125,46782.140625,9189.095703125,219.37893676757812,397.05560302734375,102.78044891357422,17.692630767822266
8528.6162109375,23384.94921875,70980.1875,46629.8046875,9152.107421875,219.4683380126953,401.0290832519531,106.41869354248047,17.819599151611328
8681.4853515625,23702.63671875,70610.8203125,45867.140625,9240.0791015625,218.67355346679688,409.4111022949219,108.04788970947266,17.863000869750977
8554.5947265625,22774.69921875,70451.8359375,46053.87109375,9197.0927734375,221.2069091796875,418.1488952636719,116.85366821289062,17.93720054626465
8612.5439453125,22903.61328125,70254.6484375,47146.765625,9272.0693359375,221.3162078857422,422.0630798339844,119.0927734375,17.89419937133789
8352.7685546875,23139.455078125,70174.25,47752.1796875,9372.0380859375,221.0479736328125,425.6116027832031,119.05278778076172,17.738800048828125
8264.845703125,23244.384765625,69554.6953125,47843.5859375,9249.0771484375,214.90829467773438,426.3529357910156,116.73371124267578,17.72566032409668
8292.8203125,23858.97265625,70751.0078125,48580.703125,9368.0390625,215.3751983642578,430.11883544921875,115.54417419433594,17.607999801635742
8350.771484375,24013.8671875,70494.625,48233.76171875,9433.0185546875,219.24977111816406,425.82904052734375,113.32505798339844,17.57859992980957
8322.794921875,24400.607421875,73483.796875,50025.44140625,9544.9833984375,227.3763885498047,433.617919921875,117.82327270507812,17.52829933166504
8467.6689453125,24321.662109375,73573.7890625,48519.765625,9571.974609375,226.7107391357422,430.23748779296875,115.95401763916016,17.500499725341797
8578.57421875,24824.322265625,73615.5859375,48026.390625,9528.98828125,224.99205017089844,428.49786376953125,116.21391296386719,17.390649795532227
8596.55859375,24896.7744140625,75942.5078125,49894.236328125,9560.478515625,225.88616943359375,424.2079772949219,120.82209014892578,17.324800491333008
8614.54296875,24969.2265625,78269.4296875,51762.08203125,9591.96875,224.8927001953125,427.1139831542969,123.4610366821289,17.22949981689453
8527.6181640625,25025.1875,83489.6328125,54508.07421875,9507.9951171875,226.0352020263672,426.3232421875,123.9908218383789,17.264400482177734
8479.6591796875,24628.455078125,84390.171875,54807.83203125,9521.990234375,226.30343627929688,423.0713195800781,121.35187530517578,17.175500869750977
8298.81640625,24218.728515625,83891.609375,54955.25390625,9180.0986328125,231.4794158935547,425.3249206542969,121.3918685913086,17.087600708007812
8201.8994140625,23830.990234375,84737.140625,55393.59375,8973.1640625,224.73374938964844,415.8260498046875,116.95361328125,17.280550003051758
8206.896484375,23909.9375,87660.1171875,56175.91796875,8848.203125,225.30001831054688,412.30718994140625,118.80288696289062,17.403600692749023
8167.92919921875,23606.142578125,87431.9375,54642.71875,8847.2041015625,224.197265625,411.72406005859375,122.80130004882812,17.34280014038086
8157.93798828125,23722.064453125,86611.796875,54348.859375,8581.2880859375,225.3199005126953,411.2496032714844,124.87047576904297,17.48390007019043
8191.90869140625,23747.046875,88393.2578125,54497.26171875,8585.2861328125,220.2432403564453,404.8049621582031,127.66937255859375,17.47330093383789
8184.91455078125,23781.0234375,85423.484375,51645.12890625,8620.275390625,224.29661560058594,409.9151916503906,132.83731079101562,17.37310028076172
7886.24462890625,23636.123046875,85552.8828125,52187.640625,8647.2666015625,228.0419921875,412.63336181640625,132.597412109375,17.579059600830078
7977.18994140625,23684.087890625,84406.5703125,51635.30078125,8699.25,227.54527282714844,411.0320739746094,134.75656127929688,17.639999389648438
